ethnicity,LAD19CD,count_lad19
Black/African/Caribbean/Black British: African,W06000002,195
Black/African/Caribbean/Black British: Caribbean,W06000002,70
Black/African/Caribbean/Black British: Other Black,W06000002,24
Other ethnic group,W06000002,878
Other ethnic group: Arab,W06000002,700
Other ethnic group: Any other ethnic group,W06000002,178
All usual residents,W06000003,115228
White,W06000003,112549
White: English/Welsh/Scottish/Northern Irish/British,W06000003,109911
White: Irish,W06000003,840
White: Gypsy or Irish Traveller,W06000003,65
White: Other White,W06000003,1733
Mixed/multiple ethnic groups,W06000003,894
Mixed/multiple ethnic groups: White and Black Caribbean,W06000003,294
Mixed/multiple ethnic groups: White and Black African,W06000003,124
Mixed/multiple ethnic groups: White and Asian,W06000003,275
Mixed/multiple ethnic groups: Other Mixed,W06000003,201
Asian/Asian British,W06000003,1252
Asian/Asian British: Indian,W06000003,317
Asian/Asian British: Pakistani,W06000003,101
Asian/Asian British: Bangladeshi,W06000003,134
Asian/Asian British: Chinese,W06000003,376
Asian/Asian British: Other Asian,W06000003,324
Black/African/Caribbean/Black British,W06000003,199
Black/African/Caribbean/Black British: African,W06000003,114
Black/African/Caribbean/Black British: Caribbean,W06000003,54
Black/African/Caribbean/Black British: Other Black,W06000003,31
Other ethnic group,W06000003,334
Other ethnic group: Arab,W06000003,200
Other ethnic group: Any other ethnic group,W06000003,134
All usual residents,W06000004,93734
White,W06000004,91254
White: English/Welsh/Scottish/Northern Irish/British,W06000004,89581
White: Irish,W06000004,533
White: Gypsy or Irish Traveller,W06000004,34
White: Other White,W06000004,1106
Mixed/multiple ethnic groups,W06000004,751
Mixed/multiple ethnic groups: White and Black Caribbean,W06000004,251
Mixed/multiple ethnic groups: White and Black African,W06000004,80
Mixed/multiple ethnic groups: White and Asian,W06000004,269
Mixed/multiple ethnic groups: Other Mixed,W06000004,151
Asian/Asian British,W06000004,1430
Asian/Asian British: Indian,W06000004,240
Asian/Asian British: Pakistani,W06000004,157
Asian/Asian British: Bangladeshi,W06000004,111
Asian/Asian British: Chinese,W06000004,346
Asian/Asian British: Other Asian,W06000004,576
Black/African/Caribbean/Black British,W06000004,161
Black/African/Caribbean/Black British: African,W06000004,104
Black/African/Caribbean/Black British: Caribbean,W06000004,35
Black/African/Caribbean/Black British: Other Black,W06000004,22
Other ethnic group,W06000004,138
Other ethnic group: Arab,W06000004,39
Other ethnic group: Any other ethnic group,W06000004,99
All usual residents,W06000005,152506
White,W06000005,150161
White: English/Welsh/Scottish/Northern Irish/British,W06000005,146185
White: Irish,W06000005,693
White: Gypsy or Irish Traveller,W06000005,95
White: Other White,W06000005,3188
Mixed/multiple ethnic groups,W06000005,851
Mixed/multiple ethnic groups: White and Black Caribbean,W06000005,267
Mixed/multiple ethnic groups: White and Black African,W06000005,121
Mixed/multiple ethnic groups: White and Asian,W06000005,258
Mixed/multiple ethnic groups: Other Mixed,W06000005,205
Asian/Asian British,W06000005,1201
Asian/Asian British: Indian,W06000005,296
Asian/Asian British: Pakistani,W06000005,87
Asian/Asian British: Bangladeshi,W06000005,223
Asian/Asian British: Chinese,W06000005,323
Asian/Asian British: Other Asian,W06000005,272
Black/African/Caribbean/Black British,W06000005,142
Black/African/Caribbean/Black British: African,W06000005,88
Black/African/Caribbean/Black British: Caribbean,W06000005,42
Black/African/Caribbean/Black British: Other Black,W06000005,12
Other ethnic group,W06000005,151
Other ethnic group: Arab,W06000005,50
Other ethnic group: Any other ethnic group,W06000005,101
All usual residents,W06000006,134844
White,W06000006,130647
White: English/Welsh/Scottish/Northern Irish/British,W06000006,125477
White: Irish,W06000006,492
White: Gypsy or Irish Traveller,W06000006,104
White: Other White,W06000006,4574
Mixed/multiple ethnic groups,W06000006,1010
Mixed/multiple ethnic groups: White and Black Caribbean,W06000006,264
Mixed/multiple ethnic groups: White and Black African,W06000006,180
Mixed/multiple ethnic groups: White and Asian,W06000006,326
Mixed/multiple ethnic groups: Other Mixed,W06000006,240
Asian/Asian British,W06000006,2321
Asian/Asian British: Indian,W06000006,857
Asian/Asian British: Pakistani,W06000006,181
Asian/Asian British: Bangladeshi,W06000006,206
Asian/Asian British: Chinese,W06000006,426
Asian/Asian British: Other Asian,W06000006,651
Black/African/Caribbean/Black British,W06000006,625
Black/African/Caribbean/Black British: African,W06000006,526
Black/African/Caribbean/Black British: Caribbean,W06000006,57
Black/African/Caribbean/Black British: Other Black,W06000006,42
Other ethnic group,W06000006,241
Other ethnic group: Arab,W06000006,96
Other ethnic group: Any other ethnic group,W06000006,145
All usual residents,W06000023,132976
White,W06000023,130827
White: English/Welsh/Scottish/Northern Irish/British,W06000023,127773
White: Irish,W06000023,502
White: Gypsy or Irish Traveller,W06000023,128
White: Other White,W06000023,2424
Mixed/multiple ethnic groups,W06000023,760
Mixed/multiple ethnic groups: White and Black Caribbean,W06000023,208
Mixed/multiple ethnic groups: White and Black African,W06000023,82
Mixed/multiple ethnic groups: White and Asian,W06000023,294
Mixed/multiple ethnic groups: Other Mixed,W06000023,176
Asian/Asian British,W06000023,1142
Asian/Asian British: Indian,W06000023,145
Asian/Asian British: Pakistani,W06000023,9
Asian/Asian British: Bangladeshi,W06000023,67
Asian/Asian British: Chinese,W06000023,171
Asian/Asian British: Other Asian,W06000023,750
Black/African/Caribbean/Black British,W06000023,132
Black/African/Caribbean/Black British: African,W06000023,42
Black/African/Caribbean/Black British: Caribbean,W06000023,70
Black/African/Caribbean/Black British: Other Black,W06000023,20
Other ethnic group,W06000023,115
Other ethnic group: Arab,W06000023,23
Other ethnic group: Any other ethnic group,W06000023,92
All usual residents,W06000008,75922
White,W06000008,73443
White: English/Welsh/Scottish/Northern Irish/British,W06000008,70717
White: Irish,W06000008,478
White: Gypsy or Irish Traveller,W06000008,74
White: Other White,W06000008,2174
Mixed/multiple ethnic groups,W06000008,736
Mixed/multiple ethnic groups: White and Black Caribbean,W06000008,198
Mixed/multiple ethnic groups: White and Black African,W06000008,75
Mixed/multiple ethnic groups: White and Asian,W06000008,251
Mixed/multiple ethnic groups: Other Mixed,W06000008,212
Asian/Asian British,W06000008,1099
Asian/Asian British: Indian,W06000008,367
Asian/Asian British: Pakistani,W06000008,81
Asian/Asian British: Bangladeshi,W06000008,91
Asian/Asian British: Chinese,W06000008,322
Asian/Asian British: Other Asian,W06000008,238
Black/African/Caribbean/Black British,W06000008,266
Black/African/Caribbean/Black British: African,W06000008,164
Black/African/Caribbean/Black British: Caribbean,W06000008,86
Black/African/Caribbean/Black British: Other Black,W06000008,16
Other ethnic group,W06000008,378
Other ethnic group: Arab,W06000008,197
Other ethnic group: Any other ethnic group,W06000008,181
All usual residents,W06000009,122439
White,W06000009,120121
White: English/Welsh/Scottish/Northern Irish/British,W06000009,117092
White: Irish,W06000009,834
White: Gypsy or Irish Traveller,W06000009,454
White: Other White,W06000009,1741
Mixed/multiple ethnic groups,W06000009,733
Mixed/multiple ethnic groups: White and Black Caribbean,W06000009,234
Mixed/multiple ethnic groups: White and Black African,W06000009,78
Mixed/multiple ethnic groups: White and Asian,W06000009,261
Mixed/multiple ethnic groups: Other Mixed,W06000009,160
Asian/Asian British,W06000009,1192
Asian/Asian British: Indian,W06000009,341
Asian/Asian British: Pakistani,W06000009,69
Asian/Asian British: Bangladeshi,W06000009,103
Asian/Asian British: Chinese,W06000009,205
Asian/Asian British: Other Asian,W06000009,474
Black/African/Caribbean/Black British,W06000009,179
Black/African/Caribbean/Black British: African,W06000009,94
Black/African/Caribbean/Black British: Caribbean,W06000009,44
Black/African/Caribbean/Black British: Other Black,W06000009,41
Other ethnic group,W06000009,214
Other ethnic group: Arab,W06000009,61
Other ethnic group: Any other ethnic group,W06000009,153
All usual residents,W06000010,183777
White,W06000010,180323
White: English/Welsh/Scottish/Northern Irish/British,W06000010,175591
White: Irish,W06000010,754
White: Gypsy or Irish Traveller,W06000010,335
White: Other White,W06000010,3643
Mixed/multiple ethnic groups,W06000010,1033
Mixed/multiple ethnic groups: White and Black Caribbean,W06000010,326
Mixed/multiple ethnic groups: White and Black African,W06000010,118
Mixed/multiple ethnic groups: White and Asian,W06000010,364
Mixed/multiple ethnic groups: Other Mixed,W06000010,225
Asian/Asian British,W06000010,1837
Asian/Asian British: Indian,W06000010,563
Asian/Asian British: Pakistani,W06000010,159
Asian/Asian British: Bangladeshi,W06000010,117
Asian/Asian British: Chinese,W06000010,298
Asian/Asian British: Other Asian,W06000010,700
Black/African/Caribbean/Black British,W06000010,279
Black/African/Caribbean/Black British: African,W06000010,115
Black/African/Caribbean/Black British: Caribbean,W06000010,115
Black/African/Caribbean/Black British: Other Black,W06000010,49
Other ethnic group,W06000010,305
Other ethnic group: Arab,W06000010,132
Other ethnic group: Any other ethnic group,W06000010,173
All usual residents,W06000011,239023
White,W06000011,224697
White: English/Welsh/Scottish/Northern Irish/British,W06000011,218655
White: Irish,W06000011,1101
White: Gypsy or Irish Traveller,W06000011,85
White: Other White,W06000011,4856
Mixed/multiple ethnic groups,W06000011,2160
Mixed/multiple ethnic groups: White and Black Caribbean,W06000011,548
Mixed/multiple ethnic groups: White and Black African,W06000011,280
Mixed/multiple ethnic groups: White and Asian,W06000011,781
Mixed/multiple ethnic groups: Other Mixed,W06000011,551
Asian/Asian British,W06000011,7803
Asian/Asian British: Indian,W06000011,1477
Asian/Asian British: Pakistani,W06000011,591
Asian/Asian British: Bangladeshi,W06000011,1944
Asian/Asian British: Chinese,W06000011,2052
Asian/Asian British: Other Asian,W06000011,1739
Black/African/Caribbean/Black British,W06000011,1983
Black/African/Caribbean/Black British: African,W06000011,1707
Black/African/Caribbean/Black British: Caribbean,W06000011,172
Black/African/Caribbean/Black British: Other Black,W06000011,104
Other ethnic group,W06000011,2380
Other ethnic group: Arab,W06000011,1694
Other ethnic group: Any other ethnic group,W06000011,686
All usual residents,W06000012,139812
White,W06000012,137087
White: English/Welsh/Scottish/Northern Irish/British,W06000012,135450
White: Irish,W06000012,474
White: Gypsy or Irish Traveller,W06000012,125
White: Other White,W06000012,1038
Mixed/multiple ethnic groups,W06000012,910
Mixed/multiple ethnic groups: White and Black Caribbean,W06000012,384
Mixed/multiple ethnic groups: White and Black African,W06000012,75
Mixed/multiple ethnic groups: White and Asian,W06000012,262
Mixed/multiple ethnic groups: Other Mixed,W06000012,189
Asian/Asian British,W06000012,1369
Asian/Asian British: Indian,W06000012,280
Asian/Asian British: Pakistani,W06000012,125
Asian/Asian British: Bangladeshi,W06000012,311
Asian/Asian British: Chinese,W06000012,280
Asian/Asian British: Other Asian,W06000012,373
Black/African/Caribbean/Black British,W06000012,299
Black/African/Caribbean/Black British: African,W06000012,97
Black/African/Caribbean/Black British: Caribbean,W06000012,175
Black/African/Caribbean/Black British: Other Black,W06000012,27
Other ethnic group,W06000012,147
Other ethnic group: Arab,W06000012,53
Other ethnic group: Any other ethnic group,W06000012,94
All usual residents,W06000013,139178
White,W06000013,136090
White: English/Welsh/Scottish/Northern Irish/British,W06000013,133656
White: Irish,W06000013,474
White: Gypsy or Irish Traveller,W06000013,63
White: Other White,W06000013,1897
Mixed/multiple ethnic groups,W06000013,998
Mixed/multiple ethnic groups: White and Black Caribbean,W06000013,338
Mixed/multiple ethnic groups: White and Black African,W06000013,120
Mixed/multiple ethnic groups: White and Asian,W06000013,264
Mixed/multiple ethnic groups: Other Mixed,W06000013,276
Asian/Asian British,W06000013,1549
Asian/Asian British: Indian,W06000013,337
Asian/Asian British: Pakistani,W06000013,122
Asian/Asian British: Bangladeshi,W06000013,114
Asian/Asian British: Chinese,W06000013,356
Asian/Asian British: Other Asian,W06000013,620
Black/African/Caribbean/Black British,W06000013,315
Black/African/Caribbean/Black British: African,W06000013,152
Black/African/Caribbean/Black British: Caribbean,W06000013,121
Black/African/Caribbean/Black British: Other Black,W06000013,42
Other ethnic group,W06000013,226
Other ethnic group: Arab,W06000013,75
Other ethnic group: Any other ethnic group,W06000013,151
All usual residents,W06000014,126336
White,W06000014,121838
White: English/Welsh/Scottish/Northern Irish/British,W06000014,119212
White: Irish,W06000014,639
White: Gypsy or Irish Traveller,W06000014,21
White: Other White,W06000014,1966
Mixed/multiple ethnic groups,W06000014,1695
Mixed/multiple ethnic groups: White and Black Caribbean,W06000014,629
Mixed/multiple ethnic groups: White and Black African,W06000014,247
Mixed/multiple ethnic groups: White and Asian,W06000014,431
Mixed/multiple ethnic groups: Other Mixed,W06000014,388
Asian/Asian British,W06000014,1967
Asian/Asian British: Indian,W06000014,566
Asian/Asian British: Pakistani,W06000014,216
Asian/Asian British: Bangladeshi,W06000014,121
Asian/Asian British: Chinese,W06000014,454
Asian/Asian British: Other Asian,W06000014,610
Black/African/Caribbean/Black British,W06000014,489
Black/African/Caribbean/Black British: African,W06000014,165
Black/African/Caribbean/Black British: Caribbean,W06000014,252
Black/African/Caribbean/Black British: Other Black,W06000014,72
Other ethnic group,W06000014,347
Other ethnic group: Arab,W06000014,174
Other ethnic group: Any other ethnic group,W06000014,173
All usual residents,W06000015,346090
White,W06000015,293114
White: English/Welsh/Scottish/Northern Irish/British,W06000015,277798
White: Irish,W06000015,2547
White: Gypsy or Irish Traveller,W06000015,521
White: Other White,W06000015,12248
Mixed/multiple ethnic groups,W06000015,10031
Mixed/multiple ethnic groups: White and Black Caribbean,W06000015,3641
